orgcode,description,trust,country,emergency_adm,respiratory_adm,asthma_adm,admsperbed,respadmsperbed,asthmaadmsper1000adms,howmanypaediatr_icasthmapatients,doesyourhospita_ntscanbeadmitted,q1_2ahowmanybed_aediatrichduhave,q1_3doesyourhos_ntscanbeadmitted,q1_3ahowmanybedsdoesyourpicuhave,fy1fy2filledcat,fy1fy2filledwte,fy1fy2filledphr,fy1fy2filledpha,st1st2filledcat,st1st2filledwte,st1st2filledphr,st1st2filledpha,st3andabovefilledcat,st3andabovefilledwte,st3andabovefilledphr,st3andabovefilledpha,paediatricconsultantfilledcat,paediatricconsultantfilledwte,paediatricconsultantfilledphr,paediatricconsultantfilledpha,paediatricrespi_sultantfilledcat,paediatricrespi_sultantfilledwte,paediatricrespi_sultantfilledphr,paediatricrespi_sultantfilledpha,associatespecialistfilledcat,associatespecialistfilledwte,associatespecialistfilledphr,associatespecialistfilledpha,staffgradefilledcat,staffgradefilledwte,staffgradefilledphr,staffgradefilledpha,asthmanursespecialistfilledcat,asthmanursespecialistfilledwte,asthmanursespecialistfilledphr,asthmanursespecialistfilledpha,nurseconsultant_stnursefilledcat,nurseconsultant_stnursefilledwte,nurseconsultant_stnursefilledphr,nurseconsultant_stnursefilledpha,specialistrespi_erapistfilledcat,specialistrespi_erapistfilledwte,specialistrespi_erapistfilledphr,specialistrespi_erapistfilledpha,paediatricpsychologistfilledcat,paediatricpsychologistfilledwte,paediatricpsychologistfilledphr,paediatricpsychologistfilledpha,paediatricpharmacistfilledcat,paediatricpharmacistfilledwte,paediatricpharmacistfilledphr,paediatricpharmacistfilledpha,othernotlistedfilledcat,othernotlistedfilledwte,othernotlistedfilledphr,othernotlistedfilledpha,fy1fy2unfilledcat,fy1fy2unfilledwte,st1st2unfilledcat,st1st2unfilledwte,st3andaboveunfilledcat,st3andaboveunfilledwte,paediatricconsultantunfilledcat,paediatricconsultantunfilledwte,paediatricrespi_ltantunfilledcat,paediatricrespi_ltantunfilledwte,associatespecialistunfilledcat,associatespecialistunfilledwte,staffgradeunfilledcat,staffgradeunfilledwte,asthmanursespecialistunfilledcat,asthmanursespecialistunfilledwte,nurseconsultant_nurseunfilledcat,nurseconsultant_nurseunfilledwte,specialistrespi_rapisunfilledcat,specialistrespi_rapisunfilledwte,paediatricpsych_ogistunfilledcat,paediatricpsych_ogistunfilledwte,paediatricpharmacistunfilledcat,paediatricpharmacistunfilledwte,othernotlistedunfilledcat,othernotlistedunfilledwte,q3_1aroutinelyr_raboveonweekdays,q3_1broutinelyr_raboveonweekends,q3_2whichadmitt_respiratorynurse,q3_3accesstoano_mapatientsonsite,q3_3accesstoano_tientsonthephone,q3_3accesstoano_loutreachservice,q3_4isyourservi_ricasthmanetwork,q3_5designatedn_orasthmaservices,q3_5aisthisrolecurrentlyfilled,q3_5bistheasthm_paediatricasthma,q3_6doesyourhos_paediatricasthma,q3_6aifnotdoyou_ricasthmaservice,q3_7doesasthmal_lorsevereillness,q3_8smokingcess_ostparentscarers,q3_8apleaseletu_ionofthisservice,q3_9smokingcess_icasthmapatients,q3_9apleaseletu_ionofthisservice,q3_10doyouhavea_ntscanbereferred,q3_11canthepaed_icepostdischarge,q3_1doyouhaveac_tientsspirometry,q3_1doyouhaveac_xpiratoryflowpef,q3_1doyouhaveac_dnitricoxidefeno,q3_1doyouhaveac_ntsskinpricktest,q3_1doyouhaveac_thmapatientsnone,q4_1picuoutreac_vicedaysweekdays,q4_1picuoutreac_vicedaysweekends,q4_1picuoutreac_cedaysoutofhours,q4_1picuoutreac_ooutreachservice,q4_2seniordecis_dpaudaysweekdays,q4_2seniordecis_dpaudaysweekends,q4_2seniordecis_audaysoutofhours,q4_2seniordecis_roundpaudaysnone,q4_3seniordecis_ardsdaysweekdays,q4_3seniordecis_ardsdaysweekends,q4_3seniordecis_dsdaysoutofhours,q4_3seniordecis_ricwardsdaysnone,q4_4respiratory_entsdaysweekdays,q4_4respiratory_entsdaysweekends,q4_4respiratory_tsdaysoutofhours,q4_4respiratory_rynurseavailable,q5_1doesthepaed_trecordeprsystem,q5_2doesyourhos_tricoxygenpolicy,q5_3dothewardba_criptionofoxygen,q5_4doesyourhos_etectione_g_pews,q5_4a_ew_targeto2,q5_4a_ew_actualo2,q5_4adoesyourea_ygenadministered,q5_4adoesyourea_ednoneoftheabove,q5_4bearlywarni_echildyoungadult,q6_1doesyourtru_icasthmaservices,q6_1aifyesdoest_errepresentation,q6_2howoftenisa_rvicesundertaken,q7_1processfort_oftheircondition,q7_1processfort_entthesamerecord,q7_1processfort_eirparentscarers,q7_1processfort_rersareaddressed,q7_1processfort_dadultclinicians,q7_1processfort_intheadultsystem,q7_1processfort_totheadultsystem,q7_1processfort_tinuedevaluation,q7_1processfort_tionarrangements,q8_1howisreimbu_thasthmaachieved,q8_2hasyourcomm_iatricasthmacare
SLF,Salford Royal,Salford Royal NHS Foundation Trust,England,420,60,10,70,10,24,6,No,,No,,>3.0 WTE,5,8,50,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,6,10,60,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,Other,Unticked,Unticked,Ticked,No,No lead,-,-,No,Yes,-,No,-,No,-,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes - combined adult and paediatric policy,No,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Locally negotiated tariff,No
SMV,Stoke Mandeville Hospital,Buckinghamshire Healthcare NHS Trust,England,410,25,1-7,16,1,10,26,No,,No,,0.1-1.0 WTE,1,4,25,>3.0 WTE,19,76,475,>3.0 WTE,16,64,400,>3.0 WTE,16,64,400,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,4,16,100,0.1-1.0 WTE,1,3,20,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,2,15,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,>3.0 WTE,4,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,No,No lead,-,-,No,Yes,-,Yes,Community based team,No,-,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
SPH,St Peter's Hospital,Ashford and St Peter's Hospitals NHS Foundation Trust,England,60,1-7,1-7,3,0,67,21,Yes,2,No,,1.1-3.0 WTE,2,50,50,>3.0 WTE,6,145,145,1.1-3.0 WTE,2,40,40,>3.0 WTE,13,331,331,No WTE,0,0,0,0.1-1.0 WTE,1,25,25,>3.0 WTE,7,170,170,0.1-1.0 WTE,1,19,19,0.1-1.0 WTE,1,19,19,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,25,25,1.1-3.0 WTE,2,50,50,No WTE,0,0.1-1.0 WTE,0,>3.0 WTE,5,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,No,Paediatric lead only,Yes,No,Yes,-,Yes,Not known,-,Yes,Community based team,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes - combined adult and paediatric policy,No,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
STH,St Thomas Hospital,Guy's and St Thomas' NHS Foundation Trust,England,425,45,15,4,0,35,105,Yes,6,Yes,20,>3.0 WTE,6,13,40,>3.0 WTE,8,18,53,>3.0 WTE,18,40,120,>3.0 WTE,12,27,80,>3.0 WTE,5,11,33,No WTE,0,0,0,1.1-3.0 WTE,2,4,13,1.1-3.0 WTE,2,4,13,No WTE,0,0,0,>3.0 WTE,6,13,40,0.1-1.0 WTE,1,2,7,1.1-3.0 WTE,3,7,20,>3.0 WTE,6,13,40,No WTE,0,No WTE,0,1.1-3.0 WTE,3,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Other,Ticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,No,Yes,-,Not applicable - we have specialist advice on site,Yes,Both hospital and community-based teams,Yes,Community based team,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,No,Yes,Yes,Yes,Yes,No,No,No,-,Less than once a year,Yes,Yes,Yes,Yes,No,No,No,No,No,Payment by results,No
STM,"St Marys Hospital, Paddington",Imperial College Healthcare NHS Trust,England,235,45,15,10,2,64,24,Yes,2,Yes,15,1.1-3.0 WTE,3,7,20,>3.0 WTE,11,24,73,>3.0 WTE,17,38,113,>3.0 WTE,10,22,67,0.1-1.0 WTE,0,0,1,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,9,20,60,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,5,11,33,No WTE,0,0,0,No WTE,0,No WTE,0,>3.0 WTE,4,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,No,Yes,Hospital based team,Yes,Hospital based team,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,More than 4 times a year,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Payment via block contract,No
STR,St Richards Hospital,Western Sussex Hospitals NHS Foundation Trust,England,195,1-7,1-7,10,0,21,20,Yes,1,No,,1.1-3.0 WTE,2,50,50,>3.0 WTE,5,115,115,>3.0 WTE,3,85,85,>3.0 WTE,8,210,210,0.1-1.0 WTE,1,25,25,No WTE,0,0,0,0.1-1.0 WTE,1,25,25,0.1-1.0 WTE,1,18,18,0.1-1.0 WTE,1,25,25,0.1-1.0 WTE,1,15,15,0.1-1.0 WTE,1,20,20,0.1-1.0 WTE,0,11,11,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,>3.0 WTE,7,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,Other,Other,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,No,-,No,-,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Payment by results,No
TGA,Tameside General Hospital,Tameside And Glossop Integrated Care NHS Foundation Trust,England,325,50,10,16,2,31,21,Yes,2,No,,1.1-3.0 WTE,3,6,30,1.1-3.0 WTE,2,4,20,>3.0 WTE,4,8,40,>3.0 WTE,9,18,90,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,4,20,No WTE,0,0,0,1.1-3.0 WTE,3,6,30,No WTE,0,0,0,0.1-1.0 WTE,0,1,3,0.1-1.0 WTE,1,2,10,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,No,Yes,Community based team,Yes,Community based team,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Less than once a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
TOR,Torbay Hospital,Torbay and South Devon NHS Foundation Trust,England,175,20,1-7,9,1,23,19,Yes,2,No,,>3.0 WTE,4,20,100,>3.0 WTE,6,30,150,>3.0 WTE,8,40,200,>3.0 WTE,15,75,375,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Other,Unticked,Ticked,Unticked,No,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,No,Yes,No,Yes,Yes,No,Yes,No,-,Less than once a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
TUN,Tunbridge Wells Hospital,Maidstone and Tunbridge Wells NHS Trust,England,545,40,15,24,2,28,23,No,,No,,>3.0 WTE,4,10,27,1.1-3.0 WTE,2,5,13,>3.0 WTE,7,18,47,>3.0 WTE,16,40,107,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,5,13,No WTE,0,0,0,1.1-3.0 WTE,2,5,13,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Unticked,Unticked,No,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,No,Yes,Community based team,Yes,Community based team,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Neither a paediatric nor adult policy,Yes,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Payment via block contract,No
UCL,University College Hospital,University College London Hospitals NHS Foundation Trust,England,-,-,-,-,-,-,31,Yes,7,No,,No WTE,0,,,>3.0 WTE,4,,,1.1-3.0 WTE,2,,,>3.0 WTE,9,,,No WTE,0,,,No WTE,0,,,0.1-1.0 WTE,1,,,0.1-1.0 WTE,1,,,1.1-3.0 WTE,2,,,0.1-1.0 WTE,1,,,>3.0 WTE,7,,,0.1-1.0 WTE,1,,,1.1-3.0 WTE,1,,,No WTE,0,No WTE,0,1.1-3.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,No,Yes,-,Yes,Yes,Community based team,Yes,Hospital based team,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Neither a paediatric nor adult policy,Yes,Yes,No,No,No,Yes,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Payment via block contract,No
UHC,University Hospital Coventry,University Hospitals Coventry and Warwickshire NHS Trust,England,580,50,1-7,10,1,7,60,Yes,8,No,,>3.0 WTE,5,10,125,>3.0 WTE,8,16,200,>3.0 WTE,12,24,300,>3.0 WTE,14,28,350,1.1-3.0 WTE,2,4,50,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,1,2,30,No WTE,0,0,0,1.1-3.0 WTE,2,4,50,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,Twice daily,Daily,Those under the care of a paediatric respiratory consultant,Ticked,Unticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric and adult,No,Yes,Yes,Yes,Hospital based team,Yes,Hospital based team,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Neither a paediatric nor adult policy,No,Yes,Yes,Yes,No,No,No,No,-,1-2 times a year,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Payment by results,No
VIK,Victoria Hospital (Kirkcaldy),NHS Fife,Scotland,-,-,-,-,-,-,26,Yes,3,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,8,-,-,>3.0 WTE,8,-,-,>3.0 WTE,7,-,-,0.1-1.0 WTE,1,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,0.1-1.0 WTE,0.5,-,-,-,-,-,-,No WTE,0,>3.0 WTE,7,>3.0 WTE,8,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,0.5,0.1-1.0 WTE,0.5,No WTE,0,-,-,Daily,Daily,All paediatric asthma patients,Yes,Yes,No,No,No lead,-,-,Yes,-,-,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Less than once a year,No,No,No,No,No,No,No,No,Yes,-,-
WAR,Warwick Hospital,South Warwickshire NHS Foundation Trust,England,-,-,-,-,-,-,18,No,-,No,-,0.1-1.0 WTE,1,-,-,>3.0 WTE,8,-,-,1.1-3.0 WTE,3,-,-,>3.0 WTE,9,-,-,No WTE,0,-,-,No WTE,0,-,-,>3.0 WTE,6,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,1.1-3.0 WTE,2,-,-,No WTE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Daily,Daily,None,No,Yes,No,Yes,No lead,-,-,No,Yes,-,Yes,Hospital based team,Yes,Hospital based team,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Less than once a year,No,No,No,No,No,No,No,No,Yes,Other,No
WAT,Watford General Hospital,West Hertfordshire Hospitals NHS Trust,England,-,-,-,-,-,-,22,Yes,2,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,5,-,-,0.1-1.0 WTE,1,-,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,14,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,-,-,1.1-3.0 WTE,2,-,-,No WTE,0,-,-,1.1-3.0 WTE,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No WTE,0,No WTE,0,-,-,No WTE,0,-,-,-,-,Twice daily,Twice daily,None,Yes,Yes,No,Yes,No lead,-,-,Yes,-,-,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Neither a paediatric nor adult policy,No,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
WCI,West Cumberland Infirmary,North Cumbria Integrated Care NHS Foundation Trust,England,35,10,1-7,3,1,114,14,No,,No,,1.1-3.0 WTE,2,20,50,1.1-3.0 WTE,3,30,75,No WTE,0,0,0,>3.0 WTE,5,52,130,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,3,30,75,No WTE,0,0,0,1.1-3.0 WTE,3,30,75,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,None,Unticked,Ticked,Ticked,Yes,No lead,-,-,No,No,-,Yes,Community based team,No,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,No,Yes - paediatric specific,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
WDG,Warrington District General Hospital,Warrington and Halton Hospitals NHS Foundation Trust,England,585,65,15,24,3,26,24,Yes,1,No,,No WTE,0,0,0,>3.0 WTE,8,12,52,>3.0 WTE,6,9,40,>3.0 WTE,9,14,60,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,3,13,1.1-3.0 WTE,1,2,9,0.1-1.0 WTE,1,2,7,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,2,7,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,No,No lead,-,-,Yes,-,-,Yes,Hospital based team,Yes,Hospital based team,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Not known,No,Yes,Yes,Yes,Yes,No,Yes,Not known,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
WDH,Dorset County Hospital,Dorset County Hospital NHS Foundation Trust,England,75,10,1-7,4,1,53,17,Yes,5,No,,1.1-3.0 WTE,3,30,75,>3.0 WTE,4,40,100,>3.0 WTE,4,40,100,>3.0 WTE,9,90,225,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Unticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Not known,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,No,No,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
WES,Chelsea & Westminster Hospital,Chelsea And Westminster Hospital NHS Foundation Trust,England,200,25,1-7,4,1,20,48,Yes,8,No,,1.1-3.0 WTE,2,8,50,>3.0 WTE,13,52,325,>3.0 WTE,7,30,185,>3.0 WTE,17,68,425,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,4,25,1.1-3.0 WTE,2,8,50,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,No,No,Yes,Yes,Yes,Hospital based team,No,-,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,No,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Payment by results,No
WEX,Wexham Park Hospital,Frimley Health NHS Foundation Trust,England,280,40,10,12,2,36,23,Yes,5,No,,>3.0 WTE,7,17,68,>3.0 WTE,7,18,70,>3.0 WTE,11,29,114,>3.0 WTE,12,30,120,No WTE,0,0,0,0.1-1.0 WTE,1,2,6,0.1-1.0 WTE,1,3,10,1.1-3.0 WTE,2,5,18,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,10,0.1-1.0 WTE,1,3,10,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Unticked,Unticked,No,Single lead for both adults and paediatrics,Yes,No,Yes,-,No,Yes,Hospital based team,No,-,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Less than once a year,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Payment via block contract,No
WHC,Whipps Cross Hospital,Barts Health NHS Trust,England,-,-,-,-,-,-,26,No,-,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,12,-,-,>3.0 WTE,8,-,-,>3.0 WTE,10,-,-,1.1-3.0 WTE,2,-,-,0.1-1.0 WTE,1,-,-,1.1-3.0 WTE,2,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,No,Yes,No,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Not known,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Other,No
